id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
41816791,Housepitality - The City Cottage - Unique | Cozy,26958698,Benjamin,,Franklinton,39.95811,-83.0249,Entire home/apt,86,1,45,2022-12-24,1.30,115,334,18,2022-2838
41832064,Nice Cozy Quiet Location,319060373,Emmanuel,,Northeast,40.02568,-82.93206,Private room,25,30,5,2022-11-11,0.24,1,330,3,
41835219,Private Backyard | Amazing Kitchen | Gas Grill,8963103,Sarah,,Near North/University,39.98312,-83.00794,Entire home/apt,175,2,96,2022-12-11,2.85,29,155,20,2021-2991
41836651,💎2BR/1BA w Tempur Pedic bed⭐️Backyard✔New Kitchen,175883174,Michael,,Near North/University,40.01538,-83.00058,Entire home/apt,62,2,140,2022-11-27,3.97,3,158,27,2020-1107
41862446,Housepitality - The Azure Cottage - OSU/Old North,26958698,Benjamin,,Near North/University,40.0176,-83.00987,Entire home/apt,132,1,57,2022-12-19,1.61,115,83,14,2022-3211
41911372,Anna Paradise # 5,275084618,Judy,,Northland,40.06479,-82.98205,Private room,37,4,29,2022-10-07,0.83,5,352,14,2019-2310
41996857,Short North Kennels - ELVIS SUITE,286705292,Jon,,Near North/University,39.98746,-83.00525,Entire home/apt,229,1,204,2022-12-18,5.81,2,334,78,Exempt
42013467,Standard Room - Full Service B&B,175078890,50 Lincoln,,Near North/University,39.97771,-83.00135,Private room,137,1,5,2022-06-14,0.19,3,295,1,2017-2672
42014128,Standard Suite - Full Service B&B,175078890,50 Lincoln,,Near North/University,39.97759,-83.00143,Private room,137,1,2,2022-05-14,0.08,3,290,1,2017-2672
42140859,"MODERN HOME, CLOSE TO EVERYTHING, HEPA FILTERED!",232811402,Pavel,,Northland,40.08027,-82.9639,Entire home/apt,211,2,121,2022-12-03,3.47,1,345,53,2019-3604
42162063,KMPSSBLINC Bed and breakfast-hub smoke free,314409197,Kimberly,,Eastmoor/Walnut Ridge,39.94187,-82.91164,Private room,100,1,0,,,1,0,0,Exempt
42203948,Modern Downtown Luxury Apartment,224493353,Dom,,Downtown,39.9597,-83.00036,Entire home/apt,109,2,87,2022-12-18,2.55,19,335,34,2022-8851
42216821,Victorian Village Villa - A Kid Friendly Place,315729151,Rachel,,Near North/University,39.98678,-83.01008,Entire home/apt,243,1,203,2022-12-26,5.88,5,348,63,2020-1175
42256341,"Short North Flat ✰ Full Ktchn, Walk to Everything!",235497311,Marc (TailwindSTR),,Near North/University,39.98593,-83.00241,Entire home/apt,76,1,175,2022-12-17,5.01,48,88,65,2020-1114
42267219,Cozy Ohio State 1bd ⭐️ OVERLOOK High St FreeParking,235497311,Marc (TailwindSTR),,Near North/University,39.99548,-83.00613,Entire home/apt,71,1,208,2022-12-04,5.95,48,82,84,2022-2155
42349264,Light House: Bedroom 1,205251265,Omo,,Hilltop,39.91241,-83.07817,Private room,50,2,45,2022-12-14,1.30,2,62,19,2020-1241
42349639,Light House: Bedroom 2,205251265,Omo,,Hilltop,39.91147,-83.07748,Private room,50,2,58,2022-11-26,1.68,2,62,36,2020-1241
42365175,The Serenity-Now House (NEW!) ~ Housepitality,26958698,Benjamin,,Franklinton,39.96118,-83.02321,Entire home/apt,106,1,56,2022-12-11,1.71,115,5,17,2021-3308
42375942,Housepitality ~ The Shiny Beaux Chateau (NEW!),26958698,Benjamin,,Franklinton,39.96064,-83.02295,Entire home/apt,123,1,55,2022-11-06,1.66,115,0,20,2021-3309
42381001,"Campus Charm ♦️ Roku TV, Walk to High St Eats!",325932974,Evan,,Near North/University,39.99875,-83.00676,Entire home/apt,62,1,118,2022-12-22,3.40,24,31,45,2022-2156
42381075,"Heart of OSU Studio ✨ FreeParking, Walk to High St",325932974,Evan,,Near North/University,39.99711,-83.00516,Entire home/apt,48,1,88,2022-12-17,2.54,24,177,38,2020-1193
42383635,High Street OSU Retreat 🌿💛 by Starbucks & Campus,325932974,Evan,,Near North/University,39.99937,-83.0055,Entire home/apt,62,1,159,2022-12-07,4.63,24,76,76,2022-2157
42385110,Easy Parking ♥ Heart of Ohio State Walk to High St,325932974,Evan,,Near North/University,39.99818,-83.00469,Entire home/apt,65,1,202,2022-12-04,5.83,24,26,72,2020-1189
42385659,The Barn Door Loft—DOWNTOWN/ARENA/CONV CENTER,116400313,Nate,,Downtown,39.964275,-82.99778,Entire home/apt,118,30,6,2022-07-29,0.18,26,126,1,2019-1915
42386187,"Ohio State Studio ✯ Free Parking, Steps to High St",325932974,Evan,,Near North/University,39.99781,-83.00544,Entire home/apt,66,1,71,2022-11-21,2.05,24,50,17,2022-2181
42386189,Kitchen / Parking / Wifi ✸ Walk to High St Studio,325932974,Evan,,Near North/University,39.99692,-83.00494,Entire home/apt,53,1,51,2022-11-19,1.48,24,169,18,2020-1198
42389362,Olde Towne Champion 2 Bedroom Townhouse,4114228,David,,Near East,39.96411,-82.96901,Entire home/apt,104,2,32,2022-11-20,0.92,1,72,14,2020-1248
42450518,Clintonville Community Home,26958698,Benjamin,,Clintonville,40.03959,-83.01355,Entire home/apt,252,1,53,2022-10-29,1.54,115,316,22,2022-3274
42519931,GermanVillage_Private Parking Children'sHospital D,249951812,Jessie,,Near South,39.94912,-82.98491,Entire home/apt,77,1,139,2022-12-17,4.04,19,115,51,2021-3107
42528461,Old Town East 1 bed sleeps 4 pet friendly Forest A,174256511,Nicholas,,Near South,39.94709,-82.97072,Entire home/apt,75,2,66,2022-11-27,1.93,33,363,18,2022-2847
42563769,Private Southern Orchards Carriage House,257425301,Aaron,,Near South,39.94407,-82.97287,Entire home/apt,140,2,69,2022-10-02,2.03,1,89,16,2020-1260
42584546,GermanVillage_Private Parking Children'sHospital C,249951812,Jessie,,Near South,39.94771,-82.98381,Entire home/apt,77,1,109,2022-12-26,3.21,19,114,29,2021-3106
42635466,German Village Pied à Terre,483306,Audra & Lacey,,Near South,39.94372,-82.98988,Entire home/apt,91,1,247,2022-12-23,7.28,3,162,78,2022-2486
42646281,Housepitality ~ The Peacock House,26958698,Benjamin,,North Linden,40.04125,-82.97399,Entire home/apt,90,30,16,2022-08-17,0.50,115,329,2,2020-1056
42693464,4Bd Close to Quarterhorse/ OSU / Glen Echo,30606435,Katie,,Near North/University,40.0185,-83.00243,Entire home/apt,196,3,100,2022-12-18,2.95,1,158,37,2020-1239
42732936,Modern Ranch Living - The Guston Place,188365764,Ronnie,,Rocky Fork-Blacklick,40.06137,-82.86748,Entire home/apt,120,30,12,2022-12-18,0.37,2,269,6,
42744152,"Newly Renovated Near Franklin Park, DT & Capital U",256055700,Jake,,Near East,39.96144,-82.95467,Entire home/apt,103,2,97,2022-12-25,2.99,1,72,18,2020-1321
42973664,Victorian Castle - Elegant  - First Floor/ 2 BR,342137119,Matthew And Annette,,Downtown,39.96102,-82.98534,Entire home/apt,150,30,1,2022-05-15,0.13,1,241,1,
43102007,LUXURY 1BR APARTMENT NEAR HEART OF COLUMBUS,158439641,GH Hospitality,,Downtown,39.95733,-82.99515,Entire home/apt,77,2,75,2022-12-03,2.28,75,356,36,2022-3359
43109928,GORGEOUS 1BR APARTMENT I GYM + FREE PARK,158439641,GH Hospitality,,Downtown,39.95668,-82.99512,Entire home/apt,77,2,82,2022-11-27,2.53,75,363,32,2022-3361
43110099,BEAUTIFUL ONE BEDROOM APARTMENT IN THE HEART OF CO,158439641,GH Hospitality,,Downtown,39.95678,-82.99315,Entire home/apt,77,2,81,2022-12-22,2.45,75,360,36,2022-3363
43110127,LOVELY 1BR APARTMENT IN HEART OF COL + FREE PARK,158439641,GH Hospitality,,Downtown,39.95706,-82.99516,Entire home/apt,81,1,87,2022-12-19,2.66,75,362,38,2022-3365
43111171,HIGH END 1BR APTMENT I BEAUTIFUL VIEW OF COLAR,158439641,GH Hospitality,,Downtown,39.9559,-82.99448,Entire home/apt,81,1,89,2022-11-27,2.70,75,357,26,2022-3366
43111195,MODERN ONE BEDROOM APT WITH GYM & FREE PARKING,158439641,GH Hospitality,,Downtown,39.95745,-82.99505,Entire home/apt,81,1,86,2022-12-19,2.62,75,357,40,2022-3367
43122677,The Cellar - Fully Renovated Unit in Clintonville,226592539,Nesip,,Clintonville,40.034374,-83.009888,Entire home/apt,74,2,61,2022-11-13,2.20,1,78,29,2021-2764
43154301,BRAND NEW HUGE LUXURY HOME W/ TERRACE! MUST SEE!,107290958,Joel,,Near North/University,39.98631,-83.00093,Entire home/apt,313,2,94,2022-12-15,2.84,6,346,42,2020-2075
43156459,HUGE NEW LUXE HOME W/ TERRACE! BEST AIRBNB IN CBUS,107290958,Joel,,Near North/University,39.98537,-82.99953,Entire home/apt,313,2,83,2022-12-16,2.51,6,340,49,2020-2076
43348554,Schumacher Place/German Village TownHome,29996491,Elaine,,Near South,39.9488,-82.98535,Entire home/apt,71,1,317,2022-12-01,10.23,2,83,132,2019-1470
43364480,Luxe Downtown Columbus Home| Short North| Plants,109117484,Sergio,,Near North/University,39.97619,-83.00987,Entire home/apt,133,1,330,2022-12-21,10.73,10,362,129,2021-2511
43411084,"Modern New Luxe Townhome in Short North, BEST Location",261649006,Alex,,Near North/University,39.9867,-83.00153,Entire home/apt,443,1,118,2022-12-19,3.73,11,309,21,2022-1798
43450542,Driving Park Cottage,156536279,Mo,,Near South,39.94277,-82.95221,Entire home/apt,99,7,12,2022-07-18,0.86,1,88,8,2021-2310
43554862,Long Term Three Bedroom Perfect for Travel Nurses,347660271,Breezeway Homes,,Hilltop,39.96047,-83.07179,Entire home/apt,90,30,5,2022-06-16,0.17,3,361,2,
43665919,Frontdesk | Chic 1BR Apt Near the Park,253828606,Frontdesk,,Downtown,39.9572642,-83.0000036,Entire home/apt,79,1,150,2022-12-18,5.42,23,3,64,2020-1341
43770667,Rest and Recharge 3,143950108,William,,South Linden,39.98793,-82.9431,Private room,40,30,0,,,4,0,0,
43770738,Rest a while 2.,143950108,William,,South Linden,39.98977,-82.9431,Private room,45,30,0,,,4,0,0,
43770743,Cozy Room 4,143950108,William,,South Linden,39.98943,-82.94322,Private room,45,30,4,2022-11-07,0.22,4,180,2,
43804124,Industrial Flat - EJ Thomas Factory - Short North,194281106,Nicole,,Near North/University,39.984802,-83.000122,Entire home/apt,108,1,218,2022-12-18,7.16,24,229,105,2021-3041
43806645,"Walk to Campus Studio ✰ High St, Free Parking",325932974,Evan,,Near North/University,39.99681,-83.00525,Entire home/apt,50,1,57,2022-12-24,1.94,24,177,22,2022-2184
43840767,Rustic/Modern Downtown Oasis,350643473,Benjamin,,Near East,39.96921,-82.97493,Entire home/apt,211,1,256,2022-12-11,8.80,1,265,94,2021-2523
43859466,Garden Level | Tons of Entertaining Amenities,33615979,Charlotte,,Near North/University,39.97885,-83.01064,Entire home/apt,231,2,130,2022-11-20,4.42,4,70,55,2021-2732
43872297,The Victorian Greenhouse 🌿 King Bd/Prvate Parking,325932974,Evan,,Near North/University,39.98223,-83.00699,Entire home/apt,89,1,216,2022-12-18,7.14,24,79,77,2019-2091
43897658,Bohemian Flat - Short North - Free Parking,194281106,Nicole,,Near North/University,39.980816,-82.998802,Entire home/apt,91,1,163,2022-12-10,5.40,24,212,74,2021-3042
43911223,✨Travelers Paradise!✨-Central Downtown/Ohio State,44467878,Joe,,West Olentangy,39.989819,-83.042885,Entire home/apt,75,1,57,2022-12-20,10.69,3,150,57,2021-3621
43915950,$500 off Price reflects discount,214007946,Marlan,,Near North/University,40.0051,-83.00929,Entire home/apt,80,30,0,,,1,0,0,
43927680,Italian Village- Short North Home- private parking,135685330,Jessica,,Near North/University,39.98246,-82.99725,Entire home/apt,207,3,96,2022-11-27,3.18,2,84,22,2021-2384
44020582,Downtown Columbus home - Close to everything!,352794556,Chanel,,Near East,39.96005,-82.97577,Entire home/apt,90,30,9,2022-12-17,0.32,2,265,4,
44087254,Entire Residential House:  Newly Updated,113737890,Ron,,Near North/University,39.99279,-82.99548,Entire home/apt,170,2,23,2022-11-27,2.68,1,299,23,2022-4237
44121484,2 Car Garage | Pet Friendly | Prime Location,8963103,Sarah,,Near South,39.95199,-82.99376,Entire home/apt,120,1,122,2022-12-23,4.23,29,78,41,2021-2807
44134426,The Spacious Hilliard House,26958698,Benjamin,,West Scioto,39.9823,-83.10953,Entire home/apt,160,1,43,2022-11-30,1.46,115,360,18,2022-1341
44139649,Spacious 2 BR 2 Bath 3 Level Townhouse,354911087,Samuel,,Rocky Fork-Blacklick,40.05659,-82.84832,Entire home/apt,118,2,92,2022-12-15,3.32,1,35,38,2020-1724
44155450,Housepitality - The Brandenburg Suite - Efficiency,26958698,Benjamin,,Downtown,39.95354,-82.99559,Entire home/apt,85,30,89,2022-12-18,3.06,115,364,20,2019-0000
44204541,"Cozy, modern basement 2 bedroom apartment",243881747,Su,,Clintonville,40.06229,-83.01661,Private room,129,2,80,2022-12-16,2.89,2,63,25,2020-1747
44253177,Pet Friendly | Historic Neighborhood,8963103,Sarah,,Near South,39.95108,-82.99395,Entire home/apt,102,2,111,2022-12-19,4.98,29,67,67,2021-2806
44261057,New Build Luxury Townhome | Heart of Short North w/ Terrace,261649006,Alex,,Near North/University,39.98603,-83.00164,Entire home/apt,357,1,95,2022-12-05,3.27,11,305,18,2022-1765
44281235,Near Children's Hospital - Popular Neighborhood,8963103,Sarah,,Near South,39.95322,-82.99515,Entire home/apt,93,2,111,2022-12-11,4.02,29,64,53,2021-2805
44316773,The Goodale Park Studio | Short North Arts District,52174539,Kate & Nat,,Near North/University,39.97806,-83.0078,Entire home/apt,57,2,87,2022-12-23,3.03,27,106,37,2022-1255
44493981,★ Under the Sea ★ Private Home with Game Room ★,90062227,Sam,,Near South,39.94362,-82.96542,Entire home/apt,98,2,90,2022-12-07,3.10,9,340,24,2021-2995
44534134,Cottage close to downtown Columbus,360227053,Jodee,,Near South,39.94064,-82.98374,Entire home/apt,159,2,69,2022-10-23,2.79,1,179,20,2020-1971
44545876,"FANTASTIC PLACE 2 Near OSU Med, Downtown, etc",217660325,Jin,,Near North/University,39.99177,-83.00791,Entire home/apt,866,2,3,2022-11-27,0.32,54,335,3,2022-1124
44572126,Pet friendly 1 bedroom 771 Northview B Bexely,174256511,Nicholas,,Northeast,39.9859,-82.93421,Entire home/apt,70,2,40,2022-07-14,1.38,33,360,7,2022-2853
44586892,The Playful London Flat—DOWNTOWN/ARENA/CONV CENTER,116400313,Nate,,Downtown,39.96545,-82.99836,Entire home/apt,118,30,16,2022-10-20,0.55,26,179,4,2019-1911
44588678,OSU High St Studio 🕊 Parking / 200Mb WIFI / KTCHN,325932974,Evan,,Near North/University,39.99738,-83.00574,Entire home/apt,58,1,61,2022-12-09,2.15,24,90,20,2022-2177
44589731,"Ohio State Comfort 🌾 Free PRKG, Walk to High St!",325932974,Evan,,Near North/University,39.99757,-83.00408,Private room,62,1,138,2022-11-24,4.80,24,83,46,2022-2173
44593129,"Chic Loft of Short North✨ Walk High St, Full KTCHN",325932974,Evan,,Near North/University,39.98729,-83.00394,Entire home/apt,80,1,181,2022-12-17,6.28,24,78,60,2020-1114
44595231,GermanVillage_Private Parking Children'sHospital B,249951812,Jessie,,Near South,39.94789,-82.98527,Entire home/apt,77,1,126,2022-11-28,4.40,19,115,55,2021-3108
44707075,Pet friendly 1 bedroom Northview D Near Airport,174256511,Nicholas,,Northeast,39.9859,-82.93421,Entire home/apt,95,2,27,2022-10-23,0.96,33,365,7,2022-2854
44998711,★ Lion Safari ★ Private Home with Game Room ★,90062227,Sam,,Near South,39.93997,-82.98188,Entire home/apt,133,2,87,2022-11-27,3.06,9,355,31,2021-3010
45055935,Luxury Room Olde Towne East near Downtown,119659878,Kay,,Near East,39.95433,-82.9684,Private room,69,2,33,2022-12-04,1.17,7,364,12,2022-1369
45105388,The Goodale Park Overlook (Suite),52174539,Kate & Nat,,Near North/University,39.97792,-83.00941,Entire home/apt,69,2,64,2022-12-12,2.27,27,178,23,2022-1221
45177532,Private room+2 sweet cats between Short North/OSU!,24519205,Darrin,,Near North/University,39.9923,-83.01019,Private room,39,14,25,2022-08-17,1.43,4,193,22,2020-4321
45224030,Family Friendly home near OSU and local shops.,365336201,Ryan,,Clintonville,40.05331,-83.01805,Entire home/apt,114,2,97,2022-12-03,3.48,1,162,45,2020-1770
45266428,"OSU Retreat 💎 Wifi Workspace, Kitchen, Free PRKG",325932974,Evan,,Near North/University,39.99686,-83.00402,Entire home/apt,60,1,131,2022-12-10,4.78,24,33,55,2020-1189
45268001,Cute and Cozy 3 Bedroom Ranch Home,67826667,Jordan,,Far Northwest,40.10939,-83.06077,Entire home/apt,150,2,116,2022-12-24,4.19,7,352,58,2022-2841
45285595,PrivateParking/Entrance_OSU/ExpoCentr 9B Renovated,249951812,Jessie,,Near North/University,39.99555,-82.99726,Entire home/apt,75,1,103,2022-11-27,3.70,19,116,47,2021-3145
45302190,Housepitality - Top Choice Flat - Location!,26958698,Benjamin,,Near South,39.94946,-82.98334,Entire home/apt,99,1,62,2022-11-27,2.22,115,358,20,2021-2660
45311997,Old Town East 1 bed sleeps 4 pet friendly Forest B,174256511,Nicholas,,Near South,39.94693,-82.97105,Entire home/apt,75,30,54,2022-11-02,1.95,33,365,11,2020-1277
45318198,The Grandview Guesthouse,49163969,Kendre,,West Olentangy,39.98453,-83.03309,Entire home/apt,275,2,41,2022-11-13,1.92,1,81,17,
45328701,Complete Home-Privacy/Security and Great Location,294363064,Robert,,Near North/University,39.99128,-83.00044,Entire home/apt,428,2,19,2022-03-07,0.84,1,64,1,2020-2182
45334768,Modern airy suite in Victorian home near Downtown,17920811,Megan,,Near East,39.96511459350586,-82.96319580078125,Private room,38,30,1,2022-11-29,1,1,96,1,
45420175,The Executive's Escape  - 10 Mins From OSU - Free Parking + Washer/Dryer!,27280979,Jesse,,Franklinton,39.95662,-83.01111,Entire home/apt,133,30,0,,,19,0,0,
45423798,"Short North/OSU - 1 queen bed, off-street parking",120135691,Jill,,Near North/University,39.98721,-83.00642,Entire home/apt,94,2,19,2022-12-17,3.52,1,0,19,2022-2135
45483466,Pet Friendly 1 BD Large Stylish Miller 3B,174256511,Nicholas,,Near East,39.9551,-82.96191,Entire home/apt,70,2,33,2022-09-24,1.19,33,365,9,2020-1277
45523968,Home Away From Home While You Wait!,157989015,Shawnda,,Far South,39.89049,-82.92547,Entire home/apt,82,30,1,2021-08-31,0.06,1,0,0,2020-2143
45531171,"Private House in Old North/SOHUD, No Cleaning Fee",4965048,Mathew,,Near North/University,40.01257,-83.00159,Entire home/apt,217,1,83,2022-12-04,3.05,8,56,13,2019-1314
45531352,"ºBIG TOWNHOUSEº Near OSU, Downtown CBUS, etc.",217660325,Jin,,Near North/University,40.01717,-83.01134,Entire home/apt,863,2,9,2022-11-25,1.30,54,361,9,2022-1077
45558699,The Wellington,331059818,Bella,,Near North/University,40.00228,-83.0083,Private room,1015,300,0,,,1,0,0,
45565566,Backyard Oasis CBus Sport House w/Driveway Parking,63784636,Chris,,Franklinton,39.95173,-83.03184,Entire home/apt,87,1,183,2022-12-13,7.03,5,32,82,2022-3331
45671406,Rest assured 5,143950108,William,,South Linden,39.98802,-82.94178,Private room,45,30,7,2022-11-06,0.27,4,180,4,
45733584,"*Cute* 3B Apt. Near Children's, Downtown, & OTE",54769683,Annie,,Near South,39.9464,-82.9758,Entire home/apt,88,1,99,2022-11-14,3.69,14,179,36,2021-2944
45736134,Comfy 3B pet friendly near Children's/Downtown/OTE,54769683,Annie,,Near South,39.94707,-82.97636,Entire home/apt,81,1,90,2022-11-26,3.34,14,178,32,2021-2945
45742364,The House Hotels - W. Frankfort St. 2 - German Village - 10 mins to Downtown,10031170,The House Hotels,,Near South,39.94651,-82.99791,Entire home/apt,142,30,74,2022-11-27,2.78,5,356,32,2019-1354
45773044,The Goodale Park Overlook,52174539,Kate & Nat,,Near North/University,39.977,-83.00932,Entire home/apt,154,2,23,2022-11-28,0.90,27,133,13,2022-1221
45799524,Pet Friendly 1 BD Large Stylish Miller 2D,174256511,Nicholas,,Near East,39.95509,-82.96066,Entire home/apt,70,2,34,2022-09-30,1.27,33,365,6,2020-1277
45887439,OSU North Campus Security Building 2BR Apartment#1,2155166,Leah,,Near North/University,40.00685,-83.01858,Entire home/apt,30,30,0,,,2,331,0,
45897480,Pet Friendly 1 Bedroom Northview H,174256511,Nicholas,,Northeast,39.98696,-82.93446,Entire home/apt,75,2,47,2022-11-27,1.84,33,363,20,2020-1277
45902943,OSU North Campus Security Building 2BR Apt 1 room,2155166,Leah,,West Olentangy,40.00832,-83.02018,Private room,30,30,1,2020-12-31,0.04,2,364,0,
45913412,Whole House German Village - Frankfort,10031170,The House Hotels,,Near South,39.94634,-82.99918,Entire home/apt,284,30,5,2022-03-13,0.22,5,341,2,2019-1354
45924545,★ Trendy Spot Newly Remodeled in the <3 of it all!,273519092,Adriana,,Near East,39.95799,-82.96919,Entire home/apt,146,2,83,2022-12-11,3.34,1,84,33,2020-2183
